"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"24",2016-06-13,753730,0,-354483.268832558,0,360370.011189718,0,2.73293145173983e-07,54723.965930785,2.77640208091826e-12,2.27413674011382e-13,17799.1727264936,593.204773093292,769387.324203839,848390.409991644,"3_165_9",4,FALSE
"25",2016-06-20,999196.666666667,0,-325503.837436986,0,431366.268286776,0,27266.1507770769,154332.803649662,4.76195334457689e-15,7239.37652897432,18393.240379294,93.8030856810416,769387.324203839,1082575.12947432,"3_165_9",4,FALSE
"26",2016-06-27,845843.333333333,0,-305879.225417427,0,404775.195973214,0,1487.28341915069,113687.652728389,8.16747682613289e-18,0.419117731533281,17745.1972834973,79.5239191255778,769387.324203839,1001283.37122752,"3_165_9",4,FALSE
"27",2016-07-04,1126016.66666667,0,-288454.274812376,0,499732.67373063,0,7383.49208334623,79716.0316413103,7393.6876344686,2.37875155099646e-05,19013.8167780905,107.669680470706,769387.324203839,1094280.42096357,"3_165_9",4,FALSE
"28",2016-07-11,1140978.33333333,0,-248719.154244138,0,545177.197653738,0,384.360949144758,53734.0346395395,13.9268400550929,1.35008664064149e-09,19806.7615219858,544.628481350195,769387.324203839,1140329.08004552,"3_165_9",4,FALSE
"29",2016-07-18,1242656.66666667,0,-186258.307379689,-32932.3443329133,547665.568586368,0,207.733109556301,198091.643264751,6223.27050249561,18813.7337931174,17304.0371738575,464.853735873988,769387.324203839,1338967.51265726,"3_165_9",4,FALSE
"30",2016-07-25,1293483.33333333,0,-135940.165761198,0,616763.148685341,0,10.6386439741394,154323.188464823,11.5427621056098,1.12528128491843,19982.5009677243,2222.86922094223,769387.324203839,1426762.17246884,"3_165_9",4,FALSE
"31",2016-08-01,1484843.33333333,0,-127272.903207606,0,629599.803294466,0,60891.9336370799,178772.746803195,0.019800363398684,50600.7466807985,21472.2938740269,2440.90112144301,769387.324203839,1585892.86620761,"3_165_9",4,FALSE
"32",2016-08-08,1485698.33333333,0,-141111.23309015,154042.834078959,707567.279459389,0,3613.81264333432,135820.626396966,35.8251626463812,3.3293599307303,22497.0944601116,5286.34777170037,769387.324203839,1657143.24044673,"3_165_9",4,FALSE
"33",2016-08-15,1556608.33333333,0,-123422.369591115,0,681926.046841754,0,77440.3545247469,97798.5508285245,0.0614722606457136,473.921604774488,1543.81482089591,8411.47706407935,769387.324203839,1513559.18176976,"3_165_9",4,FALSE
"34",2016-08-22,1391206.66666667,0,-46610.2584378364,0,631434.040693099,0,4804.02163577167,67308.4052355254,53380.912410179,141.823480509044,75.6962323333375,9707.49217913964,769387.324203839,1489629.45763256,"3_165_9",4,FALSE
"35",2016-08-29,2018783.33333333,0,54598.1344053325,0,868505.608688933,0,55756.9295215315,166416.451444337,258.413021055216,0.00805244889206343,24378.4556339213,869.753195796885,769387.324203839,1940171.0781672,"3_165_9",4,FALSE
"36",2016-09-05,2170721.66666667,0,119564.634786189,0,932623.869338669,0,70064.9581458456,162850.675752712,2054.36510538888,0.119826319936635,24769.4142453007,201.137897960804,769387.324203839,2081516.49930222,"3_165_9",4,FALSE
"37",2016-09-12,2247670,0,129398.239614034,0,1046938.85957246,0,4260.5121718205,180075.764648319,3.61334003720927,6.80087696857664e-06,25277.6538810808,1184.76253374965,769387.324203839,2156526.72997214,"3_165_9",4,FALSE
"38",2016-09-19,2192026.66666667,0,124550.358964745,-70951.1773020236,952676.040697138,0,220.2096444385,151469.128892675,75517.3778801815,37053.3046557616,25486.4793945088,3444.17840830572,769387.324203839,2068853.22543957,"3_165_9",4,FALSE
"39",2016-09-26,1895213.33333333,0,151732.360877912,0,883330.582938938,0,11.2779230800318,177690.758937508,1496.70750796937,2.33826484657555,24118.7293567552,440.533427648312,769387.324203839,2008210.6134385,"3_165_9",4,FALSE
"40",2016-10-03,2232910,0,207302.608405215,0,915797.687527894,0,391019.484552367,176532.612461989,34358.5954700734,13380.8868465658,25395.6882127144,2313.47410911355,769387.324203839,2535488.36178977,"3_165_9",4,FALSE
"41",2016-10-10,2406035,0,248190.424792243,35387.4924100331,1104337.50199041,0,170798.009164247,133734.327466448,43857.576041438,21651.0790796155,27158.5641459909,10933.9707970432,769387.324203839,2565436.27009131,"3_165_9",4,FALSE
"42",2016-10-17,2252445,0,254657.949214113,0,964309.679584043,0,344947.809185579,122177.142863213,160.219126605763,60134.7103017904,26440.9599173195,19289.7084744973,769387.324203839,2561505.502871,"3_165_9",4,FALSE
"43",2016-10-24,2663125,0,261128.79596136,0,1196663.12330709,0,79823.5739926737,171368.341968656,30647.4246804861,77696.0726684808,27413.1466771947,11302.5865505639,769387.324203839,2625430.39001034,"3_165_9",4,FALSE
"44",2016-10-31,2974771.66666667,0,310754.47966975,45518.3480044816,1279858.51257602,0,356352.945338196,128969.962570189,83.530970590543,95226.8489030557,29385.0210362208,6105.02633056415,769387.324203839,3021641.99960291,"3_165_9",4,FALSE
"45",2016-11-07,2826128.33333333,0,389494.957638465,0,1264764.0376012,0,93326.4334678564,168148.195788972,42752.2940309383,113578.141348103,27646.3881346156,20663.8217428073,769387.324203839,2889761.59395679,"3_165_9",4,FALSE
"46",2016-11-14,3182900,0,428680.16446051,0,1372509.62546948,0,250356.118981209,126030.703807259,151.85702344032,64021.3377037369,2103.74245616334,13498.5264625076,769387.324203839,3026739.40056815,"3_165_9",4,FALSE
"47",2016-11-21,2964696.66666667,0,383576.679422091,-4306.60859864032,1293010.20522691,0,58649.272631544,168295.138713091,18423.7543493058,103456.755083123,103.943551486593,11439.6315005145,769387.324203839,2802036.09608327,"3_165_9",4,FALSE
"48",2016-11-28,2848525,0,296518.127966473,0,1336645.40839651,0,3460.4016240159,126164.307317821,6742.34563693893,47741.1500615046,36816.0046192455,21603.0839942137,769387.324203839,2645078.15382056,"3_165_9",4,FALSE
"49",2016-12-05,2740160,0,261974.391278692,0,1179172.78402462,0,17840.6435375682,188935.692313613,12.5910207280215,2780.40479271496,35487.5526327147,80991.1408975256,769387.324203839,2536582.52470202,"3_165_9",4,FALSE
"50",2016-12-12,2380508.33333333,0,324118.806397138,0,1131922.94892308,0,951.573539213997,145438.273082007,0.0215988119073276,12739.8947319413,33968.1376926242,27143.7133910607,769387.324203839,2445670.69355972,"3_165_9",4,FALSE
"51",2016-12-19,2230915,0,421563.487146729,-345675.31143867,1020643.20702261,0,48.8149906558051,205253.406990643,3.70452688316048e-05,644.149748184983,33239.3344594369,2912.08404731666,769387.324203839,2108016.49720779,"3_165_9",4,FALSE
"52",2016-12-26,3659425,0,445571.549057214,33513.1367352845,1106979.38236885,0,361244.771268758,161423.570257832,6.35382904748848e-08,115612.487466656,34525.6531955143,172.577951239101,769387.324203839,3028430.45250525,"3_165_9",4,FALSE
"53",2017-01-02,2827008.33333333,0,350648.861300262,3880.96840025413,1073754.18169211,0,297990.230735751,219446.805856596,77042.8121738591,37484.2085623017,33999.8785314879,40983.9198450727,769387.324203839,2904619.19130154,"3_165_9",4,FALSE
"54",2017-01-09,2042143.33333333,0,197928.622839314,-445.162420253679,975974.392677795,0,46615.8892803821,175902.113987212,1940.74165140827,65162.6902035231,33539.2907005178,21849.6016278844,769387.324203839,2287855.50475162,"3_165_9",4,FALSE
"55",2017-01-16,2113358.33333333,0,88611.1953123594,0,959578.380993142,0,10912.0411512575,133149.281667908,428.821947311008,81605.7789708714,32927.9472156549,40429.25755971,769387.324203839,2117030.02902205,"3_165_9",4,FALSE
"56",2017-01-23,2179918.33333333,0,65185.3093590279,0,1002111.23741477,0,572.685523156084,95564.5932587305,39173.3136385706,98413.5700675686,33402.6091078168,11644.0479142451,769387.324203839,2115454.69048773,"3_165_9",4,FALSE
"57",2017-01-30,2370613.33333333,0,84804.2835948971,0,1016330.47942993,0,135019.294061025,65600.5832802207,127.695828734658,37027.4290306945,33764.4456534577,20906.5166837546,769387.324203839,2162968.05176655,"3_165_9",4,FALSE
"58",2017-02-06,1814556.66666667,0,80228.2191910824,-53311.9252231546,866165.592034154,0,9942.2477389177,43519.953848219,0.219356658303585,2.33644942340656,30897.8591635795,2225.04645054693,769387.324203839,1749056.87321327,"3_165_9",4,FALSE
"59",2017-02-13,1951668.33333333,0,29879.0973013696,0,900779.824076862,0,520.620147195517,155245.333333703,0.000376231148739477,148018.800825645,2524.74472965059,6714.45342328754,769387.324203839,2013070.19841778,"3_165_9",4,FALSE
"60",2017-02-20,1918238.33333333,0,-35902.8172057688,0,878904.441651222,0,26.6813970559745,114489.830305281,37476.3805504064,14.0468179098063,125.470045261881,9036.51385759157,769387.324203839,1773557.8716228,"3_165_9",4,FALSE
"61",2017-02-27,1472390,0,-81788.8885510499,0,687650.14486155,0,1.36587686360509,80354.8363433032,117.577368266968,280263.332144467,28405.2567220607,18336.074994993,769387.324203839,1782727.02396429,"3_165_9",4,FALSE
"62",2017-03-06,1477865,0,-102682.087227149,0,671424.253719451,0,0.0699181145762304,54204.0496234688,54073.3009277201,66.5628271630439,28875.8231907345,6306.66694668044,769387.324203839,1481655.96413002,"3_165_9",4,FALSE
"63",2017-03-13,1300166.66666667,0,-113578.911433318,0,589882.670970682,0,4686.1391261723,35506.0483863554,268.102338921307,0.00377852951295452,27777.7495133483,16029.4396756414,769387.324203839,1329958.56656017,"3_165_9",4,FALSE
"64",2017-03-20,1160205,0,-123050.696349836,-109998.898828441,518147.79286479,0,242.443917941941,22786.6976037744,69344.3122008582,2.14454606097219e-07,26596.3580674115,16121.7309823654,769387.324203839,1189577.06466292,"3_165_9",4,FALSE
"65",2017-03-27,1356871.66666667,0,-130552.618811278,0,641079.932735565,0,12.4172635404391,87587.8127153511,737.77664327082,7772.74264214899,29168.8659120893,21368.9556517724,769387.324203839,1426563.2089563,"3_165_9",4,FALSE
"66",2017-04-03,1355833.33333333,0,-143304.011617248,0,647745.278504695,0,0.635645379760322,59573.9955571683,1.27679388176213,0.450662306544333,28631.6345127006,1353.71325833082,769387.324203839,1363390.29752105,"3_165_9",4,FALSE
"67",2017-04-10,1176266.66666667,0,-177706.569977632,0,531433.376683433,0,0.0325381111612432,218751.368556594,0.00218993021210036,2.55778668340025e-05,26303.6856313414,113.320578488873,769387.324203839,1368282.54042968,"3_165_9",4,FALSE
"68",2017-04-17,1955281.66666667,0,-236195.675628108,0,437886.410158474,0,1957.87605605195,175179.755104854,3.75606467298627e-06,1.45170000180961e-09,25933.9786597908,1248.42297402673,769387.324203839,1175398.09153269,"3_165_9",4,FALSE
"69",2017-04-24,1029928.33333333,0,-292777.393111563,-61019.28944477,473895.115133331,0,100.666737124442,205032.81549394,6.44222422094969e-09,8.23928323962532e-14,25079.8198521077,4943.24408898427,769387.324203839,1124642.302953,"3_165_9",4,FALSE
"70",2017-05-01,2263143.33333333,0,-315240.192609536,331233.787172898,404804.265392523,0,109366.356127284,161202.85375953,1.10493978470589e-11,4.676295943938e-18,22782.9478699731,1204.63186759131,769387.324203839,1484741.9737841,"3_165_9",4,FALSE
"71",2017-05-08,813771.666666667,0,-302369.226927762,0,373009.05102719,0,7433.92476294793,203777.329237499,1.89514038312349e-14,2.65408326419974e-22,23059.2791985736,1191.8287998826,769387.324203839,1075489.51030217,"3_165_9",4,FALSE
"72",2017-05-15,880871.666666667,0,-288459.896201618,0,421076.409847117,0,387.031128301131,159949.114019561,3.25045502158422e-17,1.50635418667988e-26,1599.54093416484,5877.64476397339,769387.324203839,1069817.16869534,"3_165_9",4,FALSE
"73",2017-05-22,919185,0,-304892.86090915,0,433174.729845629,0,19.8290711560422,142265.077558524,5.57502649483334e-20,25855.2607210982,78.4881848946714,8678.42892463743,769387.324203839,1074566.27760063,"3_165_9",4,FALSE
"74",2017-05-29,826321.666666667,0,-343832.009501079,0,383925.548771745,0,1.01507617599497,103248.045962752,16914.1747582873,1.57824862348675,20948.0342699999,1601.86281394522,769387.324203839,952195.574604289,"3_165_9",4,FALSE
"75",2017-06-05,833798.333333333,0,-368895.116001395,0,373710.297068341,0,3440.09685121844,119458.92647132,36.4724526322324,12708.1478384254,23045.0103849588,187.148555791921,769387.324203839,933078.307825131,"3_165_9",4,FALSE
"76",2017-06-12,746271.666666667,0,-359105.125205214,0,356147.499036271,0,177.473581481915,84339.1471961137,0.0625834332946029,0.747043721483137,21274.9467537216,188.761043390981,769387.324203839,872410.836236758,"3_165_9",4,FALSE
"77",2017-06-19,1036406.66666667,0,-330353.531637366,0,450965.93045798,0,108379.934723605,57151.1061694225,0.000107340221772926,0.0212162375635951,24746.6074537145,219.579650978454,769387.324203839,1080496.97234575,"3_165_9",4,FALSE
"78",2017-06-26,927931.666666667,0,-308574.057991774,0,424309.272952086,0,7345.15356506719,165657.699705814,5588.74075199031,1.20415099826723e-06,23027.8800881037,26.6134408324596,769387.324203839,1086768.62671716,"3_165_9",4,FALSE
"79",2017-07-03,1126943.33333333,0,-292584.146538969,0,499068.229860722,0,2852.84386920923,123773.829767118,34117.2716433077,95611.1943689918,26596.4748317187,837.520679833376,769387.324203839,1259660.54268577,"3_165_9",4,FALSE
"80",2017-07-10,1184220,0,-258026.731815035,0,565717.534777836,0,146.98097356227,87837.4102571323,99.6334150718299,7.32939876010947,26436.0002357131,620.304264278799,769387.324203839,1192225.78571116,"3_165_9",4,FALSE
"81",2017-07-17,1315508.33333333,0,-197788.071208791,-32932.3443329133,544269.744894339,0,5173.89170433036,150953.107256464,75144.4924888303,0.000415996377953948,26805.8995691746,115.914294984962,769387.324203839,1341129.95928625,"3_165_9",4,FALSE
"82",2017-07-24,1279360,0,-142224.497919369,0,610650.837878621,0,267.976727998175,110732.460465494,1415.53904412647,2.36103326046701e-08,26845.5336372907,2235.50668223943,769387.324203839,1379310.68072026,"3_165_9",4,FALSE
"83",2017-07-31,1455811.66666667,0,-125888.308232876,0,634292.724523915,0,7711.16572241284,180821.653982624,353.746618115378,1.34003042962841e-12,28549.1998209729,1801.55028187434,769387.324203839,1497029.05692088,"3_165_9",4,FALSE
"84",2017-08-07,1553355,0,-139357.214236981,154042.834078959,704107.732163457,0,401.720817537712,173836.196631067,31563.8252610375,7.60549028426141e-17,30393.9811220153,1345.38738011578,769387.324203839,1725721.78742105,"3_165_9",4,FALSE
"85",2017-08-14,1374855,0,-130919.295448133,0,601269.14819391,0,97733.0179309307,131238.886788206,87.5712172339131,4.31657977200075e-21,2455.47806376337,6020.93371538445,769387.324203839,1477273.06466513,"3_165_9",4,FALSE
"86",2017-08-21,1970110,0,-63849.9321383371,0,898720.620876585,0,6419.29423563798,93975.8448089033,41739.2341849599,1078.37913214968,121.911147428097,8741.27681641392,769387.324203839,1756333.95326758,"3_165_9",4,FALSE
"87",2017-08-28,2336431.66666667,0,37642.7686473006,0,1003831.34512282,0,375450.625406625,64391.3851697826,144.589282909602,384.033896919125,33309.7576655435,29690.6798415585,769387.324203839,2314232.5092373,"3_165_9",4,FALSE
"88",2017-09-04,2002065,0,112366.509747736,0,956461.365968078,0,126157.843410287,42659.9684968792,0.248427178007689,0.0218190197901421,32564.3027740298,16549.6866217003,769387.324203839,2056147.27146875,"3_165_9",4,FALSE
"89",2017-09-11,2027418.33333333,0,130396.986367284,0,843471.969894579,0,243493.218527342,162633.358672498,5480.49516426819,108.988188868579,30885.4965540013,1312.54670927928,769387.324203839,2187170.38428196,"3_165_9",4,FALSE
"90",2017-09-18,1886570,0,123945.095861458,-70951.1773020236,900695.766199354,0,27682.0367594968,121052.187254961,10.0672676453241,0.00618757588446005,32452.0803452017,3860.79809108178,769387.324203839,1908134.18486859,"3_165_9",4,FALSE
"91",2017-09-25,2529721.66666667,0,143890.275379561,0,1061200.91812147,0,332169.240724627,167355.373328612,0.0172690035439037,7047.78250256447,34382.9974165305,12437.3672473471,769387.324203839,2527871.29619355,"3_165_9",4,FALSE
"92",2017-10-02,2357930,0,197136.643598961,0,1116820.31159899,0,389102.045939139,153407.975412911,2.96189831171057e-05,0.407809134354092,33957.8965095028,24609.0783703058,769387.324203839,2684421.6834724,"3_165_9",4,FALSE
"93",2017-10-09,3003391.66666667,0,243588.286625041,35387.4924100331,1166752.83882529,0,334047.695625192,205274.823282251,66545.4436432903,57031.8384775637,34931.9841303404,10213.9439568563,769387.324203839,2923161.6711797,"3_165_9",4,FALSE
"94",2017-10-16,2283685,0,255045.307927516,0,1090757.0712045,0,69562.3793036546,161445.005573261,585.118691061617,33960.7502971718,34324.1578019325,52917.7735853762,769387.324203839,2467984.88858831,"3_165_9",4,FALSE
"95",2017-10-23,2584721.66666667,0,257581.098102522,0,1110659.02669669,0,205745.928118956,145360.592154806,1.01072136239997,45406.0283287027,34802.9138279859,51891.4864043154,769387.324203839,2620835.40855918,"3_165_9",4,FALSE
"96",2017-10-30,2565400,0,298353.012506259,45518.3480044816,1189684.3146864,0,35058.1470746899,105896.368533497,0.00173356260190336,59947.8279303972,35558.9733831832,5274.14770803438,769387.324203839,2544678.46576434,"3_165_9",4,FALSE
"97",2017-11-06,3407085,0,376116.729076089,0,1329389.50949818,0,61429.8919583202,199806.415672016,73283.4457047903,22081.1341067397,37243.5640876981,15306.3631854972,769387.324203839,2884044.37749317,"3_165_9",4,FALSE
"98",2017-11-13,2803291.66666667,0,427570.591009029,0,1339688.9622782,0,3650.88033341212,156011.052907306,1106.82727606415,131068.061427926,3555.58068608234,11990.2170668009,769387.324203839,2844029.49718866,"3_165_9",4,FALSE
"99",2017-11-20,3303155,0,397108.371285205,-4306.60859864032,1383590.37259309,0,225713.375626082,164208.042962368,281.834030172454,19133.6669210251,179.250288222285,10958.4198249795,769387.324203839,2966254.04913634,"3_165_9",4,FALSE
"100",2017-11-27,3103743.33333333,0,310885.055022501,0,1429806.16692209,0,23560.2552646044,122466.678041005,32268.5392211645,7631.20592041801,41912.2826474443,47560.5260577355,769387.324203839,2785478.0333008,"3_165_9",4,FALSE
"101",2017-12-04,2793875,0,260959.773778116,0,1207170.35799556,0,97139.864171857,148625.224672229,90.7781042503736,2393.33338672331,40194.5240898772,15383.2763743765,769387.324203839,2541344.45677683,"3_165_9",4,FALSE
"102",2017-12-11,2260396.66666667,0,307422.881667728,0,1080318.85848699,0,6369.39007057452,108711.320833036,0.155869457948373,12698.9916515417,38670.2231219773,42250.7861999337,769387.324203839,2365829.93210508,"3_165_9",4,FALSE
"103",2017-12-18,2399176.66666667,0,406659.24224232,-345675.31143867,1040663.58817868,0,265939.388606638,147401.739826766,0.000267340415541928,643.926647725849,39192.5385323338,69116.8025711932,769387.324203839,2393329.23963817,"3_165_9",4,FALSE
"104",2017-12-25,3827520,0,450169.826271872,0,978624.721803715,0,366525.380231016,107653.706504639,57236.9920707758,115612.325049132,37560.709435236,123027.650161906,769387.324203839,3005798.63573213,"3_165_9",4,FALSE
"105",2018-01-01,3109461.66666667,0,374741.790453943,33513.1367352845,986846.785096504,0,108771.238712617,74949.5909655938,16016.5931556236,37484.2043857952,38166.7521711753,202648.805121211,769387.324203839,2642526.22100159,"3_165_9",4,FALSE
"106",2018-01-08,2228128.33333333,0,224630.865050146,-445.162420253679,1053278.7137648,0,7380.30553893415,61588.5529958776,34.0718984550847,65162.689999589,38366.4589141733,218733.027780343,769387.324203839,2438116.8477259,"3_165_9",4,FALSE
"107",2018-01-15,2202593.33333333,0,101800.176551147,0,910802.329778349,0,143052.343845866,40675.505867064,59004.5982545348,4.49346783068209,37552.8246834812,40184.4608176006,769387.324203839,2102464.05746971,"3_165_9",4,FALSE
"108",2018-01-22,1918293.33333333,0,64158.3097771106,0,850180.561794897,0,10815.9469773792,120070.180264044,70975.1649626114,0.000255034827326099,36550.9450729431,7625.54782885956,769387.324203839,1929763.98113672,"3_165_9",4,FALSE
"109",2018-01-29,1862458.33333333,0,81459.3632661359,0,819275.759494885,0,67727.9646522203,84832.5248788118,860.415420072164,1.44747825111558e-08,36211.7494096073,4897.05057811524,769387.324203839,1864652.1519037,"3_165_9",4,FALSE
"110",2018-02-05,1975951.66666667,0,84636.1122619373,-53311.9252231546,926149.551182138,0,4092.75193736682,57517.9116009125,6847.94498750729,47.815205788554,38114.2722529871,79169.8932459431,769387.324203839,1912651.65165526,"3_165_9",4,FALSE
"111",2018-02-12,1827318.33333333,0,41261.4278267331,3880.96840025413,823268.866674282,0,7506.47779565807,119566.825004928,12.806032750567,0.00271415706415936,3724.74229860971,26412.4391573496,769387.324203839,1795021.88010856,"3_165_9",4,FALSE
"112",2018-02-19,1656268.33333333,0,-24914.6547950474,0,771805.827361436,0,390.873563736906,84426.1859608598,12729.6677504347,1.54044974480792e-07,188.224414172021,14977.4929316477,769387.324203839,1628990.94139123,"3_165_9",4,FALSE
"113",2018-02-26,1703790,0,-75709.9341723054,0,732322.682383219,0,9710.15631320167,124613.486433753,37693.6972192505,8.74299218024721e-12,33959.5626913398,11809.8747171804,769387.324203839,1643786.84978948,"3_165_9",4,FALSE
"114",2018-03-05,1488115,0,-100150.899175389,0,710447.586355798,0,508.194405415659,88522.3628133835,118.830554879218,4.96218150066059e-16,33974.6033766232,9604.05779737946,769387.324203839,1512412.06033193,"3_165_9",4,FALSE
"115",2018-03-12,1727330,0,-111790.263257713,0,690775.895032318,0,207020.22709307,143717.08366188,70258.2447357168,2.81634076044684e-20,33539.0669036616,2793.71568024128,769387.324203839,1805701.29405301,"3_165_9",4,FALSE
"116",2018-03-19,1208246.66666667,0,-121492.387400258,-109998.898828441,577986.548115341,0,19896.7437710663,104487.781921041,802.534397711313,1.59844521565734e-24,31611.6860011906,3138.78677923641,769387.324203839,1275820.11896073,"3_165_9",4,FALSE
"117",2018-03-26,1388960,0,-129233.774155349,0,600205.178807397,0,47779.2161565787,142276.518301306,2044.41178068113,9.07215186223582e-29,32271.014925316,11438.7178286987,769387.324203839,1476168.60784847,"3_165_9",4,FALSE
"118",2018-04-02,2408331.66666667,0,-139893.327153459,0,513224.893864851,0,2741.50180779554,103257.796925325,3.59538963483164,5.14899970329119e-33,30750.0623020418,4001.27143357994,769387.324203839,1283473.11877361,"3_165_9",4,FALSE
"119",2018-04-09,1131721.66666667,0,-169488.133644915,0,540049.81032487,0,141.208807699383,89505.655489971,0.006166910204272,2.92237148882547e-37,31611.6164173517,40270.4404500034,769387.324203839,1301477.92821573,"3_165_9",4,FALSE
