"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID"
"65",2018-02-12,1827318.33333333,-877608.670218317,37510.6655981487,0,1022439.72938457,0,68975.6193787229,81488.7431808971,1649.81319247736,1253.32655579565,3.91100862490184,120074.27355825,1357778.58301854,1813565.99465771,"1_180_2"
"66",2018-02-19,1656268.33333333,-877215.772246475,1854.55214203041,0,958526.39788584,0,18584.4413640214,54942.6961113905,78462.5305648887,473.628724273456,0.000178661988443261,97760.2884449688,1357778.58301854,1691167.34618814,"1_180_2"
"67",2018-02-26,1703790,-876822.874274633,-38814.3056849111,0,909491.219099283,0,77443.7062060743,84786.9470237611,130314.424976613,176.274714325293,19652.0605478127,89285.2005658072,1357778.58301854,1753291.23619268,"1_180_2"
"68",2018-03-05,1488115,-876429.976302792,-81193.3328912886,0,882323.949489189,0,21228.8415651381,57495.8914315989,5989.79711826619,65.2293425107757,19591.5299059067,82508.1839289109,1357778.58301854,1469358.69660598,"1_180_2"
"69",2018-03-12,1727330,-876037.078151916,-121049.81571496,0,857893.147393434,0,240707.801451091,98571.1184379136,189424.187646703,24.0860962241114,19248.4031351975,51578.0398388548,1357778.58301854,1818138.47315109,"1_180_2"
"70",2018-03-19,1208246.66666667,-875644.18000104,-150001.892184657,0,717817.02644754,0,99255.5588629614,68492.7845035098,17585.3465108695,8.88681062805332,17678.1989015249,53506.5355420892,1357778.58301854,1306476.84841197,"1_180_2"
"71",2018-03-26,1388960,-875251.281850164,-164852.766567879,20992.4955867275,745410.940989518,0,139761.3825507,97214.4743069719,31448.4024740841,3.27792079814642,18239.3191017114,87286.1986308634,1357778.58301854,1458031.02616188,"1_180_2"
"72",2018-04-02,2408331.66666667,-874858.383699289,-178198.891828752,1091944.67254151,637387.78768153,0,43932.7286586912,67386.4433534142,783.695808596009,1.20893830195788,16959.6626939411,59012.894215562,1357778.58301854,2222130.40138205,"1_180_2"
"73",2018-04-09,1131721.66666667,-874465.485548413,-209439.156624776,0,670702.372304341,0,11267.5410188767,58157.5552990847,17.1012751710399,0.44585386788871,17698.1936035643,137851.572510795,1357778.58301854,1169568.72271105,"1_180_2"
"74",2018-04-16,950015,-874072.587397537,-259719.37376635,0,563319.27531559,0,2719.18051682288,37684.5872583362,0.372015915770143,8026.80978744891,15971.7400248778,110881.062989632,1357778.58301854,962589.64976328,"1_180_2"
"75",2018-04-23,801298.333333333,-873679.673903338,-301997.106102222,0,463175.092585869,0,646.230372737576,114863.932663226,0.00809217332790408,3500.53633184332,13151.2265621048,43339.0401284386,1357778.58301854,820777.869749376,"1_180_2"
"76",2018-04-30,779838.333333334,-873286.76040914,-306030.382141982,376630.857987175,453345.719770014,0,153.016067687766,82211.9955556089,0.00017602250350977,18785.1940742009,11756.2267328392,31943.6348824869,1357778.58301854,1153288.08571346,"1_180_2"
"77",2018-05-07,889546.666666667,-872893.84691494,-274791.246452764,-76915.5743200541,522399.420218794,0,36.1998666170748,92115.7028558111,3.82887507408672e-06,10845.7414068494,15472.1912551912,9921.29760368622,1357778.58301854,783968.468541563,"1_180_2"
"78",2018-05-14,862850,-872500.933420741,-247942.648204889,0,489431.45125761,0,8.56223242324799,63275.9092334875,84585.3064982417,19288.8022609301,1.42726661912997,57490.0802635565,1357778.58301854,951416.540405781,"1_180_2"
"79",2018-05-21,2601601.66666667,-872108.019926543,-262193.60518654,351810.241617784,547910.083934557,1263030.61671671,3250.28364475667,69290.7950178135,2795.84771387407,11307.948489958,6.51948511772507e-05,75180.7356237909,1357778.58301854,2548053.5107299,"1_180_2"
"80",2018-05-28,905008.333333334,-871715.106432344,-310786.371454782,0,525908.436955353,0,773.181368958996,45748.9747510402,47290.1220425528,8010.7659831357,15307.1886844398,108202.791515038,1357778.58301854,926518.566431937,"1_180_2"
"81",2018-06-04,910551.666666667,-871322.192938145,-349682.407044192,0,539845.26760647,0,183.117077250897,29042.4985446019,1271.77100529025,3492.2654109494,15473.1509281369,114283.015731647,1357778.58301854,840365.069340554,"1_180_2"
"82",2018-06-11,923853.333333333,-870929.279405537,-345031.081965173,0,513193.74218248,0,45572.7260445916,17946.4487252246,65352.1849238293,1380.62930463996,15088.7643948609,60392.1553769424,1357778.58301854,860744.872600403,"1_180_2"
"83",2018-06-18,982420,-870536.36587293,-307288.221320241,0,580360.885967055,0,11725.0960518618,52096.9177435509,1931.8966602072,523.048169729732,16774.6282578513,88024.2123078512,1357778.58301854,931390.68098348,"1_180_2"
"84",2018-06-25,1056811.66666667,-870143.452340322,-272955.218677507,0,599177.367990008,0,2831.94394821579,33419.3056411913,127962.777670726,11073.0296054401,16321.4246208092,78787.7738374691,1357778.58301854,1084253.53531458,"1_180_2"
"85",2018-07-02,932326.666666667,-869750.538807714,-258056.848012473,0,505054.409711642,0,85018.6190952991,116719.371570721,5765.88821376353,5188.42406235407,13742.1005580649,68378.0029191035,1357778.58301854,1029838.0123293,"1_180_2"
"86",2018-07-09,1126221.66666667,-869357.625275107,-241130.73102785,0,632402.675515776,0,23673.4739840192,83826.81730302,138788.502418432,15995.6238505339,16369.4403772603,66126.0632818302,1357778.58301854,1224472.82344646,"1_180_2"
"87",2018-07-16,1140006.66666667,-868964.711742499,-195744.009752529,0,638457.156574994,0,58047.335439306,92510.1477623535,6877.07420687625,8519.6653686929,16296.7395695801,46578.4494861894,1357778.58301854,1160356.42993151,"1_180_2"
"88",2018-07-23,1479303.33333333,-868571.798209891,-129977.731576761,0,819165.916458871,0,74150.7664437956,63591.2538892644,62841.9538192798,3757.58748464256,19043.2494972071,80598.9188272532,1357778.58301854,1482378.6996522,"1_180_2"
"89",2018-07-30,1647193.33333333,-868178.88016108,-81175.4610594121,0,977169.305313747,0,20189.6743583567,41582.7044633631,1832.42246987129,1493.69130791261,20037.2432599036,51477.3622507579,1357778.58301854,1522206.64522196,"1_180_2"
"90",2018-08-06,2009478.33333333,-867785.962112269,-70609.4889368781,0,1075116.23996784,0,81983.4500469232,97753.3994280875,90836.1090545265,567.148176623904,21084.0807557613,179451.755163266,1357778.58301854,1966175.31456243,"1_180_2"
"91",2018-08-13,1523443.33333333,-867393.044063458,-74363.1096970218,0,895492.854831479,0,22684.7251752122,67825.2934802874,3122.34009070753,12064.5253299041,3.08632291854545,121728.969737471,1357778.58301854,1538944.22422604,"1_180_2"
"92",2018-08-20,1420118.33333333,-867000.126014647,-48420.2641295347,0,748471.971655458,0,259943.696669572,104624.573195692,68.7858939711752,5793.34823589664,0.000140985050921795,98385.1499542955,1357778.58301854,1659645.71862023,"1_180_2"
"93",2016-11-21,2964696.66666667,-422070.703813419,396041.326210538,0,1617486.2602876,0,108957.162735939,106470.929503366,65577.2510746138,15526.6853088807,124.393227778514,164209.865103215,863218.403377109,2915541.57301562,"1_167_10"
"94",2016-11-28,2848525,-422354.940316126,323132.969023411,0,1672071.55381921,0,19490.8298082448,75478.9339659805,38014.6212784113,13991.0195923887,28081.6463079679,183647.933737893,863218.403377109,2794772.97059449,"1_167_10"
"95",2016-12-05,2740160,-422634.303679704,253010.943490217,0,1475081.76575465,0,62430.9634940865,121083.576931655,1404.10452713728,9379.82296784855,27151.8124164533,230869.250967759,863218.403377109,2620996.34024721,"1_167_10"
"96",2016-12-12,2380508.33333333,-422913.667043282,234591.233643834,0,1415974.76198264,0,9759.79460074095,88566.6192907058,46.5681228524672,10305.940527474,26127.9760197622,193907.635982176,863218.403377109,2419585.26650401,"1_167_10"
"97",2016-12-19,2230915,-423193.03040686,262704.741341106,-374325.670061383,1276769.78676685,0,1335.15617312003,132446.548449641,1.53864114332542,6630.00815236109,25640.592181028,130049.770228131,863218.403377109,1901277.84484225,"1_167_10"
"98",2016-12-26,3659425,-423472.393770438,286710.949545119,1170913.38681935,1384771.70107798,0,307339.49240211,99333.3981236588,0.0508313489695285,14885.9723707505,26510.0327709197,71505.8196784162,863218.403377109,3801716.81322633,"1_167_10"
"99",2017-01-02,2827008.33333333,-423751.757134016,264252.498767041,0,1343208.76106972,0,264686.645308365,142385.132985082,237332.416550058,13331.6859217104,26152.0438562299,203331.591830887,863218.403377109,2934147.42253218,"1_167_10"
"100",2017-01-09,2042143.33333333,-424031.120497594,200284.514041974,0,1220891.50121737,0,91572.3971737015,109208.094947485,23001.6014535425,14176.4142064526,25842.7100957094,184658.320784952,863218.403377109,2308822.8368007,"1_167_10"
"101",2017-01-16,2113358.33333333,-424306.970408247,133524.812514416,0,1200380.97197619,0,41851.620966369,77868.7162963123,8670.40009966545,14835.9620435045,25431.9460082598,205357.315160467,863218.403377109,2146833.17803405,"1_167_10"
"102",2017-01-23,2179918.33333333,-424582.8203189,93188.4252162728,0,1253587.28898334,0,6197.01642375156,52062.8719686412,107429.853776155,15417.57516826,25753.2417332261,166613.930486543,863218.403377109,2158885.7868144,"1_167_10"
"103",2017-01-30,2370613.33333333,-424858.670229552,75790.1654993004,0,1271374.79638138,0,179921.300565037,33110.1773241964,5058.26784600965,13491.0263194299,25996.0253800466,183226.813396931,863218.403377109,2226328.30585988,"1_167_10"
"104",2017-02-06,1814556.66666667,-425134.520140205,59916.43657054,0,1083526.59444265,0,41266.8484174274,20328.2338435436,169.487817714944,5523.53579055253,24065.1516232896,121614.310042981,863218.403377109,1794494.48178561,"1_167_10"
"105",2017-02-13,1951668.33333333,-425410.370050858,32321.5719669617,0,1126827.13802163,0,6101.2699989855,98241.0593273394,5.60190061693699,15663.0251644119,2347.14670336233,147385.606034425,863218.403377109,1866700.45244398,"1_167_10"
"106",2017-02-20,1918238.33333333,-425686.219961511,-5267.08718939918,0,1099462.21052997,0,827.484249696938,68456.8506735028,103382.974496582,6925.62696931696,145.401147828179,155938.94570569,863218.403377109,1867404.58999878,"1_167_10"
"107",2017-02-27,1472390,-425962.069872163,-47127.4537252152,0,860213.366222532,0,110.852949080219,44929.2870316478,4790.97954971709,19074.7849679664,22431.5350552068,177770.254980809,863218.403377109,1519449.94053669,"1_167_10"
"108",2017-03-06,1477865,-426206.98213731,-90241.63481829,0,839915.648635175,0,14.8256100803517,28193.0817837868,141240.435574222,9645.84365141688,22720.9645815963,147139.268078522,863218.403377109,1535639.85433631,"1_167_10"
"109",2017-03-13,1300166.66666667,-426451.894402456,-129478.192979651,0,737911.511927614,0,31532.6622148923,17155.3250447057,7677.71812339237,3491.52759971647,21981.4780347065,173664.036618324,863218.403377109,1300702.57555835,"1_167_10"
"110",2017-03-20,1160205,-426696.806667602,-156219.678594814,0,648175.035563667,0,4548.5924797713,10234.4864242408,191661.985737282,1066.08253935747,21189.059372046,174469.075759694,863218.403377109,1331646.23599075,"1_167_10"
"111",2017-03-27,1356871.66666667,-426941.718932748,-169645.743414573,0,801956.534259446,0,614.658597746701,53036.2457577146,13537.9260332216,8277.73606304923,22921.5987735212,183588.439257634,863218.403377109,1350564.07977212,"1_167_10"
"112",2017-04-03,1355833.33333333,-427186.631197895,-185214.173697308,0,810294.523517421,0,82.3013337555573,33791.4188077793,464.716464960668,2877.6486523316,22554.8841247931,110298.635839425,863218.403377109,1231181.72722237,"1_167_10"
"113",2017-04-10,1176266.66666667,-427431.543463041,-221260.248438139,21207.0585135659,664794.586747166,0,11.0063532507097,142492.795182731,15.3723892233124,865.141553216796,20989.3203354172,63366.8662570895,863218.403377109,1128268.75880759,"1_167_10"
"114",2017-04-17,1955281.66666667,-427676.455728187,-273592.58008824,1103105.36774891,547772.360291381,0,18931.4562711614,109317.516955512,0.507869756897131,247.622325214868,20746.3655290164,102127.428677872,863218.403377109,2064197.9932295,"1_167_10"
"115",2017-04-24,1029928.33333333,-427879.879423021,-311345.354349962,0,592817.31454784,0,2647.44016121865,131816.963389015,0.0167782013715898,69.846928089017,20170.591477088,136605.284048119,863218.403377109,1008120.6269337,"1_167_10"
"116",2017-05-01,2263143.33333333,-428083.303117855,-307492.816816659,380480.377397268,506388.375537463,0,163834.398405233,98722.5845541293,0.000554291043127336,19.6198284726351,18614.489457414,103170.467796387,863218.403377109,1398872.59697325,"1_167_10"
"117",2017-05-08,813771.666666667,-428286.726812689,-272936.40175712,0,466614.27153509,0,35318.0523588848,131058.300752024,1.83117689341835e-05,5.50469412605321,18808.8351641857,102036.686457085,863218.403377109,915836.925787007,"1_167_10"
"118",2017-05-15,880871.666666667,-428490.150507523,-251264.805715403,0,526743.953532381,0,5143.323228756,97988.8140002282,6.04954536353129e-07,1.54393135526161,1610.56903215539,141649.554618214,863218.403377109,956601.205497878,"1_167_10"
"119",2017-05-22,919185,-428693.574202357,-274023.988110686,-77701.7233835321,541878.301498893,0,695.995201833756,86212.2927235921,1.99855072632037e-08,10589.7422726702,98.5521082025832,153930.462665788,863218.403377109,876204.464151534,"1_167_10"
"120",2017-05-29,826321.666666667,-428896.997897191,-325419.562409404,0,480270.223391387,0,93.2097109790516,58613.7933912522,61706.9071240603,3945.43958943164,17394.6760516661,111034.550096927,863218.403377109,841960.642426218,"1_167_10"
